size	region	delta_x	delta_y	duration_clock	duration_mono	duration_sys	threads	method	i_o
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001137	0.015197	0.015196	4	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001136	0.013015	0.013013	4	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001267	0.015068	0.015067	4	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001307	0.01528	0.015279	4	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001594	0.019233	0.019232	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001529	0.018998	0.018996	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001601	0.015426	0.015424	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001587	0.011118	0.011117	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001432	0.014926	0.014925	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001446	0.018979	0.018978	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001431	0.019129	0.019129	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001444	0.018858	0.018856	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001289	0.019434	0.019433	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001415	0.019341	0.019339	8	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.0021	0.019437	0.019436	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002077	0.01901	0.019008	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002127	0.022634	0.022632	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002176	0.023137	0.023136	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002084	0.022961	0.022959	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002141	0.019337	0.019335	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002222	0.018819	0.018817	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002033	0.026467	0.026466	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002081	0.023031	0.02303	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001872	0.023273	0.023273	16	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003086	0.02695	0.02695	32	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003358	0.022975	0.022974	32	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00349	0.019154	0.019152	32	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003424	0.023192	0.02319	32	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003089	0.031145	0.031144	32	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003592	0.030929	0.030928	32	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003235	0.023034	0.023033	32	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003604	0.02305	0.023049	32	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003464	0.022833	0.022831	32	pth	0
16	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003832	0.025357	0.025356	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002536	0.011545	0.011544	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001899	0.005886	0.005885	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001764	0.00575	0.005749	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.0019	0.012342	0.012342	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002128	0.004107	0.004106	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001974	0.005951	0.00595	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001776	0.005749	0.005747	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00237	0.006354	0.006354	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001789	0.01148	0.011478	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001739	0.005728	0.005728	1	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00222	0.007508	0.007507	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002241	0.010765	0.010764	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001838	0.007041	0.00704	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002094	0.017732	0.017731	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002104	0.003695	0.003693	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002076	0.007575	0.007574	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001999	0.003793	0.003792	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.001898	0.009253	0.009253	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002063	0.006637	0.006636	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002184	0.007607	0.007605	2	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002372	0.012375	0.012374	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002642	0.018149	0.018148	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002427	0.012305	0.012304	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002396	0.018265	0.018264	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002377	0.017278	0.017277	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002358	0.017653	0.017653	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00248	0.007778	0.007777	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002314	0.006963	0.006961	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002211	0.011536	0.011535	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002392	0.016556	0.016554	4	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002651	0.01934	0.019339	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002594	0.014959	0.014957	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002703	0.011383	0.011381	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002885	0.011068	0.011068	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002821	0.014953	0.014951	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002913	0.014797	0.014796	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002804	0.014797	0.014796	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002835	0.014272	0.01427	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002824	0.02412	0.024119	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.002767	0.019093	0.019092	8	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003494	0.023309	0.023308	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003357	0.019229	0.019228	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003648	0.022955	0.022954	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003642	0.02512	0.025119	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00365	0.02685	0.026849	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003816	0.02821	0.028208	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003552	0.025532	0.025531	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003743	0.018932	0.01893	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003906	0.014624	0.014623	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.003804	0.018867	0.018866	16	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.004836	0.019348	0.019347	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.004841	0.023278	0.023277	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.004445	0.023227	0.023226	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.004756	0.016665	0.016665	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.004911	0.020963	0.020961	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.004887	0.025152	0.025151	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.004566	0.017175	0.017174	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00496	0.039271	0.039269	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.005889	0.037541	0.03754	32	pth	0
32	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.004778	0.03922	0.03922	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009155	0.009302	0.0093	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009181	0.010298	0.010296	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009191	0.009335	0.009333	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009214	0.009431	0.00943	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009268	0.010447	0.010445	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009269	0.009526	0.009525	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009176	0.009312	0.009311	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009125	0.009292	0.00929	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009262	0.010409	0.010408	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009207	0.009396	0.009395	1	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009362	0.009822	0.009821	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009365	0.009713	0.009712	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.008278	0.007155	0.007153	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006845	0.007023	0.007022	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006703	0.006858	0.006857	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00683	0.00703	0.007029	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006518	0.00755	0.007549	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00656	0.006714	0.006713	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006525	0.006676	0.006674	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006571	0.006808	0.006808	2	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006762	0.006993	0.006992	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006792	0.007039	0.007038	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006701	0.007008	0.007007	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006981	0.007249	0.007247	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006924	0.007195	0.007194	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006982	0.007278	0.007277	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00722	0.014612	0.014611	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007011	0.00738	0.007379	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007015	0.007307	0.007306	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.006973	0.00723	0.007229	4	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007287	0.007727	0.007727	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007265	0.007786	0.007785	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007229	0.00769	0.007689	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007232	0.007687	0.007687	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007311	0.008596	0.008594	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007347	0.008003	0.008002	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007282	0.007847	0.007845	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007298	0.008642	0.008641	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007214	0.007671	0.00767	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00728	0.00776	0.007758	8	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.008011	0.008816	0.008816	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007843	0.008925	0.008923	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00797	0.008817	0.008815	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.008034	0.008911	0.008909	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007848	0.009895	0.009893	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007995	0.00888	0.008879	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.008095	0.008801	0.0088	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007963	0.008953	0.008952	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.007958	0.008844	0.008843	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.00806	0.009108	0.009106	16	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009454	0.011286	0.011284	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.009551	0.014724	0.014722	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.008973	0.010799	0.010797	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.010418	0.011873	0.011872	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.008946	0.010036	0.010035	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.008877	0.010343	0.010342	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.010772	0.009622	0.009621	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.010154	0.031188	0.031188	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.010187	0.00619	0.006188	32	pth	0
64	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.008945	0.010562	0.01056	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026271	0.026761	0.02676	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026223	0.026432	0.026431	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026305	0.027463	0.027461	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026225	0.027228	0.027227	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026265	0.026341	0.02634	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026183	0.026604	0.026603	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026058	0.026957	0.026956	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.02613	0.027163	0.027161	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026184	0.026555	0.026552	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026157	0.027148	0.027146	1	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.027988	0.028966	0.028964	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026115	0.023919	0.023917	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.030064	0.028473	0.02847	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.030333	0.023823	0.02382	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.02618	0.025678	0.025676	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026278	0.018802	0.0188	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026174	0.025082	0.025079	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026176	0.023838	0.023836	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026945	0.023324	0.023321	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.029238	0.025963	0.025962	2	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.028386	0.018241	0.018239	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.028137	0.019457	0.019455	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.028455	0.019181	0.019179	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026366	0.017632	0.01763	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.028334	0.021006	0.021005	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.029968	0.020164	0.020161	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026624	0.019199	0.019197	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.028298	0.014281	0.014279	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.030433	0.021065	0.021064	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.026587	0.020455	0.020453	4	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.027507	0.017466	0.017465	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.028303	0.017772	0.01777	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.029281	0.030396	0.030394	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.027902	0.021636	0.021634	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.027979	0.030449	0.030448	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.029305	0.02252	0.022519	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.028985	0.029625	0.029623	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.030361	0.022118	0.022116	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.027385	0.009189	0.009188	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.027408	0.013473	0.013471	8	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.030875	0.01494	0.014938	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.033418	0.01699	0.016988	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.032952	0.008	0.007998	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.035076	0.0137	0.013697	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.034391	0.012916	0.012912	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.034061	0.015255	0.015251	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.035185	0.012256	0.012254	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.030123	0.014892	0.014891	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.03431	0.014507	0.014504	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.033731	0.014668	0.014665	16	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.036385	0.013911	0.013908	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.035905	0.013595	0.013592	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.035318	0.017662	0.01766	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.036319	0.016338	0.016334	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.034858	0.016626	0.016623	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.033209	0.018215	0.018212	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.035116	0.017645	0.017642	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.032509	0.013279	0.013277	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.033506	0.017032	0.017031	32	pth	0
128	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.035688	0.015572	0.01557	32	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.104442	0.105547	0.105544	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.116833	0.177023	0.17702	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.115976	0.322072	0.322069	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.125691	0.296814	0.296811	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.114815	0.336602	0.336599	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.116293	0.241444	0.241442	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.118294	0.237587	0.237583	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.104665	0.107032	0.107029	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.104697	0.106981	0.106977	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.104751	0.10699	0.106986	1	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.10407	0.060979	0.060975	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.104392	0.081864	0.081861	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.104575	0.0687	0.068695	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.111355	0.085074	0.08507	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.116308	0.087361	0.087358	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.11626	0.09043	0.090426	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.116095	0.095027	0.095023	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.101539	0.073367	0.073363	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.102551	0.07483	0.074826	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.103587	0.082693	0.082689	2	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.103819	0.051432	0.051428	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.108107	0.053301	0.053297	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.103754	0.051575	0.051571	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.104129	0.05372	0.053716	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.111229	0.05614	0.056135	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.107352	0.055287	0.055283	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.110261	0.054484	0.054481	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.116208	0.060898	0.060894	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.110555	0.062876	0.062873	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.115423	0.095079	0.095073	4	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.115163	0.035703	0.035699	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.126243	0.040491	0.040487	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.122694	0.036995	0.036991	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.129491	0.037738	0.037733	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.125382	0.038448	0.038444	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.123671	0.043449	0.043445	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.121351	0.037338	0.037335	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.119122	0.035168	0.035162	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.125062	0.039291	0.039287	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.119752	0.036694	0.03669	8	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.118397	0.034443	0.03444	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.130613	0.027074	0.02707	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.128801	0.026121	0.026116	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.130723	0.024069	0.024064	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.124751	0.026279	0.026275	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.11935	0.024939	0.024935	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.129919	0.026227	0.026223	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.127657	0.026409	0.026405	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.126371	0.019215	0.019211	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.118527	0.049232	0.049229	16	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.119423	0.032124	0.032121	32	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.122017	0.041735	0.041733	32	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.117816	0.03423	0.034226	32	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.121437	0.033654	0.033651	32	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.117621	0.030588	0.030585	32	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.118499	0.030819	0.030815	32	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.119975	0.038474	0.038472	32	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.121444	0.030658	0.030654	32	pth	0
256	Seahorse Valley	0.10000000000000009	0.09999999999999999	0.132496	0.024431	0.024427	32	pth	0
