size	region	delta_x	delta_y	duration_clock	duration_mono	duration_sys	threads	method	i_o
64	Elephant Valley	0.2	0.2	0.006351	0.006333	0.006331	1	pth	0
64	Elephant Valley	0.2	0.2	0.006381	0.006367	0.006366	1	pth	0
64	Elephant Valley	0.2	0.2	0.006378	0.003324	0.003321	2	pth	0
64	Elephant Valley	0.2	0.2	0.007585	0.004344	0.004343	2	pth	0
64	Elephant Valley	0.2	0.2	0.007672	0.004472	0.004471	2	pth	0
64	Elephant Valley	0.2	0.2	0.006487	0.003332	0.003328	2	pth	0
64	Elephant Valley	0.2	0.2	0.00663	0.003391	0.003389	2	pth	0
64	Elephant Valley	0.2	0.2	0.006552	0.003362	0.00336	2	pth	0
64	Elephant Valley	0.2	0.2	0.007618	0.004462	0.004461	2	pth	0
64	Elephant Valley	0.2	0.2	0.007696	0.004452	0.004451	2	pth	0
64	Elephant Valley	0.2	0.2	0.006752	0.003557	0.003556	2	pth	0
64	Elephant Valley	0.2	0.2	0.007777	0.005439	0.005437	2	pth	0
64	Elephant Valley	0.2	0.2	0.007264	0.003428	0.003426	4	pth	0
64	Elephant Valley	0.2	0.2	0.007242	0.003307	0.003306	4	pth	0
64	Elephant Valley	0.2	0.2	0.007248	0.003759	0.003757	4	pth	0
64	Elephant Valley	0.2	0.2	0.007082	0.00334	0.003338	4	pth	0
64	Elephant Valley	0.2	0.2	0.007215	0.003301	0.0033	4	pth	0
64	Elephant Valley	0.2	0.2	0.007128	0.003684	0.003682	4	pth	0
64	Elephant Valley	0.2	0.2	0.007278	0.003559	0.003557	4	pth	0
64	Elephant Valley	0.2	0.2	0.007191	0.003318	0.003316	4	pth	0
64	Elephant Valley	0.2	0.2	0.007167	0.003562	0.00356	4	pth	0
64	Elephant Valley	0.2	0.2	0.007168	0.003312	0.003312	4	pth	0
64	Elephant Valley	0.2	0.2	0.007775	0.004568	0.004566	8	pth	0
64	Elephant Valley	0.2	0.2	0.007684	0.003197	0.003196	8	pth	0
64	Elephant Valley	0.2	0.2	0.007453	0.00308	0.003079	8	pth	0
64	Elephant Valley	0.2	0.2	0.008032	0.004939	0.004937	8	pth	0
64	Elephant Valley	0.2	0.2	0.007887	0.003531	0.00353	8	pth	0
64	Elephant Valley	0.2	0.2	0.007912	0.003941	0.003939	8	pth	0
64	Elephant Valley	0.2	0.2	0.00799	0.004617	0.004615	8	pth	0
64	Elephant Valley	0.2	0.2	0.007806	0.003293	0.003292	8	pth	0
64	Elephant Valley	0.2	0.2	0.007816	0.004497	0.004495	8	pth	0
64	Elephant Valley	0.2	0.2	0.007917	0.003525	0.003523	8	pth	0
64	Elephant Valley	0.2	0.2	0.009591	0.004107	0.004106	16	pth	0
64	Elephant Valley	0.2	0.2	0.008347	0.003537	0.003536	16	pth	0
64	Elephant Valley	0.2	0.2	0.007999	0.003463	0.003462	16	pth	0
64	Elephant Valley	0.2	0.2	0.008355	0.003748	0.003746	16	pth	0
64	Elephant Valley	0.2	0.2	0.008848	0.004809	0.004808	16	pth	0
64	Elephant Valley	0.2	0.2	0.009382	0.005611	0.00561	16	pth	0
64	Elephant Valley	0.2	0.2	0.008012	0.004338	0.004337	16	pth	0
64	Elephant Valley	0.2	0.2	0.008568	0.008853	0.008852	16	pth	0
64	Elephant Valley	0.2	0.2	0.00866	0.004481	0.004479	16	pth	0
64	Elephant Valley	0.2	0.2	0.008323	0.006006	0.006003	16	pth	0
64	Elephant Valley	0.2	0.2	0.010813	0.008728	0.008726	32	pth	0
64	Elephant Valley	0.2	0.2	0.009163	0.008206	0.008204	32	pth	0
64	Elephant Valley	0.2	0.2	0.008825	0.006136	0.006135	32	pth	0
64	Elephant Valley	0.2	0.2	0.009122	0.006779	0.006777	32	pth	0
64	Elephant Valley	0.2	0.2	0.009018	0.007163	0.007162	32	pth	0
64	Elephant Valley	0.2	0.2	0.009008	0.006574	0.006573	32	pth	0
64	Elephant Valley	0.2	0.2	0.009065	0.008	0.007998	32	pth	0
64	Elephant Valley	0.2	0.2	0.009282	0.011396	0.011394	32	pth	0
64	Elephant Valley	0.2	0.2	0.009249	0.010141	0.010139	32	pth	0
64	Elephant Valley	0.2	0.2	0.009951	0.017233	0.017232	32	pth	0
128	Elephant Valley	0.2	0.2	0.034258	0.063431	0.063429	1	pth	0
128	Elephant Valley	0.2	0.2	0.024942	0.045294	0.045291	1	pth	0
128	Elephant Valley	0.2	0.2	0.034171	0.062637	0.062635	1	pth	0
128	Elephant Valley	0.2	0.2	0.024909	0.057302	0.057301	1	pth	0
128	Elephant Valley	0.2	0.2	0.024845	0.049671	0.04967	1	pth	0
128	Elephant Valley	0.2	0.2	0.024666	0.045082	0.04508	1	pth	0
128	Elephant Valley	0.2	0.2	0.034046	0.066061	0.066059	1	pth	0
128	Elephant Valley	0.2	0.2	0.026348	0.053338	0.053336	1	pth	0
128	Elephant Valley	0.2	0.2	0.024966	0.052957	0.052955	1	pth	0
128	Elephant Valley	0.2	0.2	0.024683	0.062422	0.06242	1	pth	0
128	Elephant Valley	0.2	0.2	0.028189	0.029878	0.029876	2	pth	0
128	Elephant Valley	0.2	0.2	0.026447	0.033811	0.03381	2	pth	0
128	Elephant Valley	0.2	0.2	0.028577	0.045966	0.045964	2	pth	0
128	Elephant Valley	0.2	0.2	0.024661	0.024645	0.024644	2	pth	0
128	Elephant Valley	0.2	0.2	0.027797	0.037278	0.037277	2	pth	0
128	Elephant Valley	0.2	0.2	0.03236	0.037379	0.037376	2	pth	0
128	Elephant Valley	0.2	0.2	0.032381	0.037387	0.037384	2	pth	0
128	Elephant Valley	0.2	0.2	0.0278	0.037954	0.037953	2	pth	0
128	Elephant Valley	0.2	0.2	0.02691	0.033368	0.033365	2	pth	0
128	Elephant Valley	0.2	0.2	0.029636	0.045948	0.045946	2	pth	0
128	Elephant Valley	0.2	0.2	0.029765	0.037997	0.037995	4	pth	0
128	Elephant Valley	0.2	0.2	0.028541	0.038003	0.038001	4	pth	0
128	Elephant Valley	0.2	0.2	0.026444	0.026076	0.026074	4	pth	0
128	Elephant Valley	0.2	0.2	0.029852	0.025044	0.025042	4	pth	0
128	Elephant Valley	0.2	0.2	0.029738	0.033969	0.033968	4	pth	0
128	Elephant Valley	0.2	0.2	0.02507	0.020535	0.020534	4	pth	0
128	Elephant Valley	0.2	0.2	0.02829	0.034041	0.03404	4	pth	0
128	Elephant Valley	0.2	0.2	0.028105	0.038009	0.038007	4	pth	0
128	Elephant Valley	0.2	0.2	0.025144	0.017806	0.017804	4	pth	0
128	Elephant Valley	0.2	0.2	0.025332	0.018243	0.018241	4	pth	0
128	Elephant Valley	0.2	0.2	0.025545	0.00906	0.009058	8	pth	0
128	Elephant Valley	0.2	0.2	0.026232	0.01326	0.013258	8	pth	0
128	Elephant Valley	0.2	0.2	0.025842	0.009237	0.009234	8	pth	0
128	Elephant Valley	0.2	0.2	0.02611	0.013023	0.013021	8	pth	0
128	Elephant Valley	0.2	0.2	0.026555	0.010916	0.010914	8	pth	0
128	Elephant Valley	0.2	0.2	0.028036	0.021664	0.021661	8	pth	0
128	Elephant Valley	0.2	0.2	0.026885	0.025239	0.025236	8	pth	0
128	Elephant Valley	0.2	0.2	0.027507	0.025411	0.025408	8	pth	0
128	Elephant Valley	0.2	0.2	0.029076	0.025924	0.025921	8	pth	0
128	Elephant Valley	0.2	0.2	0.027493	0.022566	0.022564	8	pth	0
128	Elephant Valley	0.2	0.2	0.029722	0.01983	0.019829	16	pth	0
128	Elephant Valley	0.2	0.2	0.032212	0.014274	0.01427	16	pth	0
128	Elephant Valley	0.2	0.2	0.029095	0.014365	0.014364	16	pth	0
128	Elephant Valley	0.2	0.2	0.029702	0.011914	0.011912	16	pth	0
128	Elephant Valley	0.2	0.2	0.029576	0.012475	0.012472	16	pth	0
128	Elephant Valley	0.2	0.2	0.030203	0.011944	0.011942	16	pth	0
128	Elephant Valley	0.2	0.2	0.028358	0.01171	0.011707	16	pth	0
128	Elephant Valley	0.2	0.2	0.02601	0.011498	0.011496	16	pth	0
128	Elephant Valley	0.2	0.2	0.025803	0.012581	0.012578	16	pth	0
128	Elephant Valley	0.2	0.2	0.027268	0.013052	0.01305	16	pth	0
128	Elephant Valley	0.2	0.2	0.031003	0.014932	0.014929	32	pth	0
128	Elephant Valley	0.2	0.2	0.031484	0.021243	0.021239	32	pth	0
128	Elephant Valley	0.2	0.2	0.030951	0.01433	0.014328	32	pth	0
128	Elephant Valley	0.2	0.2	0.029646	0.014714	0.014711	32	pth	0
128	Elephant Valley	0.2	0.2	0.033027	0.013411	0.013408	32	pth	0
128	Elephant Valley	0.2	0.2	0.03565	0.016009	0.016006	32	pth	0
128	Elephant Valley	0.2	0.2	0.034806	0.012795	0.012791	32	pth	0
128	Elephant Valley	0.2	0.2	0.027552	0.013515	0.013513	32	pth	0
128	Elephant Valley	0.2	0.2	0.028075	0.012627	0.012625	32	pth	0
128	Elephant Valley	0.2	0.2	0.027976	0.014514	0.014511	32	pth	0
256	Elephant Valley	0.2	0.2	0.098785	0.098755	0.098752	1	pth	0
256	Elephant Valley	0.2	0.2	0.098481	0.098636	0.098633	1	pth	0
256	Elephant Valley	0.2	0.2	0.099141	0.099136	0.099131	1	pth	0
256	Elephant Valley	0.2	0.2	0.098883	0.098893	0.09889	1	pth	0
256	Elephant Valley	0.2	0.2	0.098874	0.099156	0.099151	1	pth	0
256	Elephant Valley	0.2	0.2	0.095054	0.095846	0.095843	1	pth	0
256	Elephant Valley	0.2	0.2	0.097699	0.205581	0.205579	1	pth	0
256	Elephant Valley	0.2	0.2	0.124476	0.174264	0.17426	1	pth	0
256	Elephant Valley	0.2	0.2	0.112048	0.240186	0.240182	1	pth	0
256	Elephant Valley	0.2	0.2	0.120936	0.206057	0.206054	1	pth	0
256	Elephant Valley	0.2	0.2	0.104923	0.176312	0.176309	2	pth	0
256	Elephant Valley	0.2	0.2	0.114756	0.166037	0.166034	2	pth	0
256	Elephant Valley	0.2	0.2	0.119772	0.155113	0.15511	2	pth	0
256	Elephant Valley	0.2	0.2	0.103215	0.091411	0.091408	2	pth	0
256	Elephant Valley	0.2	0.2	0.113967	0.146124	0.14612	2	pth	0
256	Elephant Valley	0.2	0.2	0.115093	0.067746	0.067741	2	pth	0
256	Elephant Valley	0.2	0.2	0.116959	0.071763	0.071758	2	pth	0
256	Elephant Valley	0.2	0.2	0.117087	0.068314	0.06831	2	pth	0
256	Elephant Valley	0.2	0.2	0.116938	0.067589	0.067584	2	pth	0
256	Elephant Valley	0.2	0.2	0.117053	0.067506	0.067502	2	pth	0
256	Elephant Valley	0.2	0.2	0.10672	0.045455	0.04545	4	pth	0
256	Elephant Valley	0.2	0.2	0.098867	0.043169	0.043164	4	pth	0
256	Elephant Valley	0.2	0.2	0.097912	0.035859	0.035856	4	pth	0
256	Elephant Valley	0.2	0.2	0.097444	0.042031	0.042027	4	pth	0
256	Elephant Valley	0.2	0.2	0.097434	0.037347	0.037343	4	pth	0
256	Elephant Valley	0.2	0.2	0.098036	0.034968	0.034964	4	pth	0
256	Elephant Valley	0.2	0.2	0.09877	0.042059	0.042055	4	pth	0
256	Elephant Valley	0.2	0.2	0.097842	0.041647	0.041643	4	pth	0
256	Elephant Valley	0.2	0.2	0.098561	0.041744	0.041741	4	pth	0
256	Elephant Valley	0.2	0.2	0.09772	0.047277	0.047273	4	pth	0
256	Elephant Valley	0.2	0.2	0.099612	0.025682	0.025679	8	pth	0
256	Elephant Valley	0.2	0.2	0.104506	0.032456	0.032452	8	pth	0
256	Elephant Valley	0.2	0.2	0.104727	0.029792	0.029788	8	pth	0
256	Elephant Valley	0.2	0.2	0.104395	0.032232	0.032228	8	pth	0
256	Elephant Valley	0.2	0.2	0.104271	0.028572	0.028568	8	pth	0
256	Elephant Valley	0.2	0.2	0.098711	0.026403	0.026399	8	pth	0
256	Elephant Valley	0.2	0.2	0.104481	0.030365	0.03036	8	pth	0
256	Elephant Valley	0.2	0.2	0.109697	0.030899	0.030895	8	pth	0
256	Elephant Valley	0.2	0.2	0.108413	0.027392	0.027388	8	pth	0
256	Elephant Valley	0.2	0.2	0.10885	0.029455	0.029452	8	pth	0
256	Elephant Valley	0.2	0.2	0.109489	0.020658	0.020654	16	pth	0
256	Elephant Valley	0.2	0.2	0.111257	0.021576	0.021573	16	pth	0
256	Elephant Valley	0.2	0.2	0.109055	0.020753	0.020749	16	pth	0
256	Elephant Valley	0.2	0.2	0.109131	0.020577	0.020573	16	pth	0
256	Elephant Valley	0.2	0.2	0.108366	0.022888	0.022884	16	pth	0
256	Elephant Valley	0.2	0.2	0.1182	0.021421	0.021418	16	pth	0
256	Elephant Valley	0.2	0.2	0.109372	0.020516	0.020511	16	pth	0
256	Elephant Valley	0.2	0.2	0.108311	0.02161	0.021607	16	pth	0
256	Elephant Valley	0.2	0.2	0.112223	0.022079	0.022076	16	pth	0
256	Elephant Valley	0.2	0.2	0.102011	0.01967	0.019667	16	pth	0
256	Elephant Valley	0.2	0.2	0.110306	0.0176	0.017596	32	pth	0
256	Elephant Valley	0.2	0.2	0.106018	0.017397	0.017394	32	pth	0
256	Elephant Valley	0.2	0.2	0.103864	0.017815	0.017812	32	pth	0
256	Elephant Valley	0.2	0.2	0.122188	0.019245	0.01924	32	pth	0
256	Elephant Valley	0.2	0.2	0.110024	0.021262	0.021259	32	pth	0
256	Elephant Valley	0.2	0.2	0.10654	0.018157	0.018152	32	pth	0
256	Elephant Valley	0.2	0.2	0.116731	0.017613	0.01761	32	pth	0
256	Elephant Valley	0.2	0.2	0.108162	0.017693	0.017689	32	pth	0
256	Elephant Valley	0.2	0.2	0.114922	0.020629	0.020626	32	pth	0
256	Elephant Valley	0.2	0.2	0.107178	0.018136	0.018132	32	pth	0
512	Elephant Valley	0.2	0.2	0.383276	0.383289	0.383284	1	pth	0
512	Elephant Valley	0.2	0.2	0.383848	0.39621	0.396207	1	pth	0
512	Elephant Valley	0.2	0.2	0.396049	0.408008	0.408004	1	pth	0
512	Elephant Valley	0.2	0.2	0.396358	0.396589	0.396585	1	pth	0
512	Elephant Valley	0.2	0.2	0.396252	0.396247	0.396242	1	pth	0
512	Elephant Valley	0.2	0.2	0.378397	0.378433	0.37843	1	pth	0
512	Elephant Valley	0.2	0.2	0.384385	0.384397	0.384392	1	pth	0
512	Elephant Valley	0.2	0.2	0.387841	0.387844	0.38784	1	pth	0
512	Elephant Valley	0.2	0.2	0.378344	0.378367	0.378363	1	pth	0
512	Elephant Valley	0.2	0.2	0.378192	0.378197	0.378193	1	pth	0
512	Elephant Valley	0.2	0.2	0.387305	0.198165	0.198161	2	pth	0
512	Elephant Valley	0.2	0.2	0.386712	0.198129	0.198125	2	pth	0
512	Elephant Valley	0.2	0.2	0.392043	0.197169	0.197166	2	pth	0
512	Elephant Valley	0.2	0.2	0.395127	0.197999	0.197995	2	pth	0
512	Elephant Valley	0.2	0.2	0.390636	0.197918	0.197913	2	pth	0
512	Elephant Valley	0.2	0.2	0.395202	0.198401	0.198398	2	pth	0
512	Elephant Valley	0.2	0.2	0.395061	0.198178	0.198174	2	pth	0
512	Elephant Valley	0.2	0.2	0.389971	0.197378	0.197374	2	pth	0
512	Elephant Valley	0.2	0.2	0.390077	0.197275	0.197271	2	pth	0
512	Elephant Valley	0.2	0.2	0.390587	0.197606	0.197602	2	pth	0
512	Elephant Valley	0.2	0.2	0.390944	0.111498	0.111495	4	pth	0
512	Elephant Valley	0.2	0.2	0.42119	0.115046	0.115042	4	pth	0
512	Elephant Valley	0.2	0.2	0.393519	0.112818	0.112813	4	pth	0
512	Elephant Valley	0.2	0.2	0.434911	0.153435	0.153431	4	pth	0
512	Elephant Valley	0.2	0.2	0.434801	0.153073	0.15307	4	pth	0
512	Elephant Valley	0.2	0.2	0.422913	0.114683	0.114679	4	pth	0
512	Elephant Valley	0.2	0.2	0.422325	0.114725	0.114722	4	pth	0
512	Elephant Valley	0.2	0.2	0.431539	0.153165	0.153161	4	pth	0
512	Elephant Valley	0.2	0.2	0.389709	0.112968	0.112963	4	pth	0
512	Elephant Valley	0.2	0.2	0.434801	0.153051	0.153047	4	pth	0
512	Elephant Valley	0.2	0.2	0.415489	0.079914	0.079909	8	pth	0
512	Elephant Valley	0.2	0.2	0.405864	0.075395	0.075391	8	pth	0
512	Elephant Valley	0.2	0.2	0.411793	0.075712	0.075709	8	pth	0
512	Elephant Valley	0.2	0.2	0.411467	0.074556	0.074553	8	pth	0
512	Elephant Valley	0.2	0.2	0.410867	0.078633	0.078629	8	pth	0
512	Elephant Valley	0.2	0.2	0.417021	0.078208	0.078205	8	pth	0
512	Elephant Valley	0.2	0.2	0.416928	0.078367	0.078363	8	pth	0
512	Elephant Valley	0.2	0.2	0.40853	0.078852	0.078849	8	pth	0
512	Elephant Valley	0.2	0.2	0.419118	0.078154	0.078151	8	pth	0
512	Elephant Valley	0.2	0.2	0.41151	0.077659	0.077656	8	pth	0
512	Elephant Valley	0.2	0.2	0.431191	0.05113	0.051127	16	pth	0
512	Elephant Valley	0.2	0.2	0.425593	0.052656	0.052652	16	pth	0
512	Elephant Valley	0.2	0.2	0.430443	0.051522	0.051519	16	pth	0
512	Elephant Valley	0.2	0.2	0.442356	0.051812	0.051809	16	pth	0
512	Elephant Valley	0.2	0.2	0.421303	0.048857	0.048853	16	pth	0
512	Elephant Valley	0.2	0.2	0.433199	0.052158	0.052155	16	pth	0
512	Elephant Valley	0.2	0.2	0.421224	0.048567	0.048564	16	pth	0
512	Elephant Valley	0.2	0.2	0.423008	0.048832	0.048827	16	pth	0
512	Elephant Valley	0.2	0.2	0.435125	0.050912	0.050908	16	pth	0
512	Elephant Valley	0.2	0.2	0.435846	0.05299	0.052986	16	pth	0
512	Elephant Valley	0.2	0.2	0.448401	0.0415	0.041496	32	pth	0
512	Elephant Valley	0.2	0.2	0.453102	0.040667	0.040663	32	pth	0
512	Elephant Valley	0.2	0.2	0.453114	0.03913	0.039127	32	pth	0
512	Elephant Valley	0.2	0.2	0.475735	0.04042	0.040417	32	pth	0
512	Elephant Valley	0.2	0.2	0.463002	0.039807	0.039803	32	pth	0
512	Elephant Valley	0.2	0.2	0.487574	0.043244	0.043241	32	pth	0
512	Elephant Valley	0.2	0.2	0.456982	0.038552	0.038549	32	pth	0
512	Elephant Valley	0.2	0.2	0.448665	0.037961	0.037957	32	pth	0
512	Elephant Valley	0.2	0.2	0.460166	0.041799	0.041796	32	pth	0
512	Elephant Valley	0.2	0.2	0.467174	0.044025	0.044022	32	pth	0
1024	Elephant Valley	0.2	0.2	1.506842	1.51843	1.518427	1	pth	0
1024	Elephant Valley	0.2	0.2	1.548833	1.549255	1.549251	1	pth	0
1024	Elephant Valley	0.2	0.2	1.566522	1.56674	1.566736	1	pth	0
1024	Elephant Valley	0.2	0.2	1.563475	1.563821	1.563817	1	pth	0
1024	Elephant Valley	0.2	0.2	1.577264	1.580149	1.580145	1	pth	0
1024	Elephant Valley	0.2	0.2	1.57721	1.577414	1.57741	1	pth	0
1024	Elephant Valley	0.2	0.2	1.554419	1.554548	1.554544	1	pth	0
1024	Elephant Valley	0.2	0.2	1.572568	1.572809	1.572806	1	pth	0
1024	Elephant Valley	0.2	0.2	1.537135	1.537402	1.537398	1	pth	0
1024	Elephant Valley	0.2	0.2	1.521954	1.522419	1.522415	1	pth	0
1024	Elephant Valley	0.2	0.2	1.560888	0.796885	0.796882	2	pth	0
1024	Elephant Valley	0.2	0.2	1.527323	0.771529	0.771524	2	pth	0
1024	Elephant Valley	0.2	0.2	1.539243	0.782977	0.782973	2	pth	0
1024	Elephant Valley	0.2	0.2	1.538678	0.783047	0.783043	2	pth	0
1024	Elephant Valley	0.2	0.2	1.567815	0.785081	0.785078	2	pth	0
1024	Elephant Valley	0.2	0.2	1.538757	0.783506	0.783503	2	pth	0
1024	Elephant Valley	0.2	0.2	1.722917	1.37533	1.375326	2	pth	0
1024	Elephant Valley	0.2	0.2	1.553068	1.071572	1.071569	2	pth	0
1024	Elephant Valley	0.2	0.2	1.553382	0.915174	0.915166	2	pth	0
1024	Elephant Valley	0.2	0.2	1.568355	0.836506	0.836502	2	pth	0
1024	Elephant Valley	0.2	0.2	1.623285	0.537878	0.537873	4	pth	0
1024	Elephant Valley	0.2	0.2	1.650705	0.882742	0.882739	4	pth	0
1024	Elephant Valley	0.2	0.2	1.678523	0.937829	0.937825	4	pth	0
1024	Elephant Valley	0.2	0.2	1.843771	0.659641	0.659638	4	pth	0
1024	Elephant Valley	0.2	0.2	1.839136	0.686495	0.686491	4	pth	0
1024	Elephant Valley	0.2	0.2	1.585352	0.677408	0.677403	4	pth	0
1024	Elephant Valley	0.2	0.2	1.718826	0.803412	0.803409	4	pth	0
1024	Elephant Valley	0.2	0.2	1.556507	0.542614	0.542609	4	pth	0
1024	Elephant Valley	0.2	0.2	1.567262	0.607375	0.60737	4	pth	0
1024	Elephant Valley	0.2	0.2	1.696219	0.570066	0.570061	4	pth	0
1024	Elephant Valley	0.2	0.2	1.753717	0.36578	0.365776	8	pth	0
1024	Elephant Valley	0.2	0.2	1.689539	0.392448	0.392445	8	pth	0
1024	Elephant Valley	0.2	0.2	1.727446	0.469325	0.469319	8	pth	0
1024	Elephant Valley	0.2	0.2	1.777283	0.63072	0.630717	8	pth	0
1024	Elephant Valley	0.2	0.2	1.720477	0.597763	0.597761	8	pth	0
1024	Elephant Valley	0.2	0.2	1.637147	0.618246	0.618243	8	pth	0
1024	Elephant Valley	0.2	0.2	1.775439	0.452795	0.452791	8	pth	0
1024	Elephant Valley	0.2	0.2	1.718074	0.379344	0.37934	8	pth	0
1024	Elephant Valley	0.2	0.2	1.717294	0.323964	0.323961	8	pth	0
1024	Elephant Valley	0.2	0.2	1.65647	0.365726	0.365723	8	pth	0
1024	Elephant Valley	0.2	0.2	1.893211	0.278208	0.278204	16	pth	0
1024	Elephant Valley	0.2	0.2	1.755907	0.36402	0.364015	16	pth	0
1024	Elephant Valley	0.2	0.2	1.831627	0.294133	0.294129	16	pth	0
1024	Elephant Valley	0.2	0.2	1.951575	0.32013	0.320125	16	pth	0
1024	Elephant Valley	0.2	0.2	1.698451	0.336452	0.336449	16	pth	0
1024	Elephant Valley	0.2	0.2	1.925529	0.294717	0.294712	16	pth	0
1024	Elephant Valley	0.2	0.2	1.932579	0.239475	0.239471	16	pth	0
1024	Elephant Valley	0.2	0.2	1.724047	0.35807	0.358067	16	pth	0
1024	Elephant Valley	0.2	0.2	1.804863	0.364874	0.36487	16	pth	0
1024	Elephant Valley	0.2	0.2	1.81863	0.430601	0.430598	16	pth	0
1024	Elephant Valley	0.2	0.2	1.806152	0.303205	0.303202	32	pth	0
1024	Elephant Valley	0.2	0.2	1.805481	0.252375	0.252371	32	pth	0
1024	Elephant Valley	0.2	0.2	1.843448	0.260846	0.260841	32	pth	0
1024	Elephant Valley	0.2	0.2	1.803966	0.22712	0.227117	32	pth	0
1024	Elephant Valley	0.2	0.2	1.789508	0.221417	0.221414	32	pth	0
1024	Elephant Valley	0.2	0.2	1.82933	0.258483	0.25848	32	pth	0
1024	Elephant Valley	0.2	0.2	1.790677	0.244435	0.244431	32	pth	0
1024	Elephant Valley	0.2	0.2	1.784028	0.271131	0.271128	32	pth	0
1024	Elephant Valley	0.2	0.2	1.914039	0.205192	0.205187	32	pth	0
1024	Elephant Valley	0.2	0.2	1.942722	0.213466	0.213461	32	pth	0
2048	Elephant Valley	0.2	0.2	8.225195	8.365275	8.365272	1	pth	0
2048	Elephant Valley	0.2	0.2	6.378087	6.582709	6.582704	1	pth	0
2048	Elephant Valley	0.2	0.2	6.699136	7.347916	7.347914	1	pth	0
2048	Elephant Valley	0.2	0.2	7.887895	13.466231	13.466227	1	pth	0
2048	Elephant Valley	0.2	0.2	6.448318	6.83455	6.834547	1	pth	0
2048	Elephant Valley	0.2	0.2	6.309788	7.164248	7.164243	1	pth	0
2048	Elephant Valley	0.2	0.2	7.360607	7.36633	7.366326	1	pth	0
2048	Elephant Valley	0.2	0.2	6.241599	6.24645	6.246447	1	pth	0
2048	Elephant Valley	0.2	0.2	6.549641	6.551014	6.55101	1	pth	0
2048	Elephant Valley	0.2	0.2	6.284652	6.2855	6.285495	1	pth	0
2048	Elephant Valley	0.2	0.2	7.068638	6.125916	6.125912	2	pth	0
2048	Elephant Valley	0.2	0.2	6.231848	3.168439	3.168435	2	pth	0
2048	Elephant Valley	0.2	0.2	6.235198	3.163399	3.163395	2	pth	0
2048	Elephant Valley	0.2	0.2	6.198201	3.166177	3.166173	2	pth	0
2048	Elephant Valley	0.2	0.2	6.186482	3.099466	3.09946	2	pth	0
2048	Elephant Valley	0.2	0.2	6.225768	3.135774	3.13577	2	pth	0
2048	Elephant Valley	0.2	0.2	6.314069	3.159139	3.159134	2	pth	0
2048	Elephant Valley	0.2	0.2	6.262167	3.157514	3.15751	2	pth	0
2048	Elephant Valley	0.2	0.2	6.254894	3.155325	3.15532	2	pth	0
2048	Elephant Valley	0.2	0.2	6.311624	3.162568	3.162564	2	pth	0
2048	Elephant Valley	0.2	0.2	6.279705	1.859483	1.85948	4	pth	0
2048	Elephant Valley	0.2	0.2	6.285128	1.81055	1.810546	4	pth	0
2048	Elephant Valley	0.2	0.2	6.292637	1.815791	1.815786	4	pth	0
2048	Elephant Valley	0.2	0.2	6.838427	4.203085	4.203081	4	pth	0
2048	Elephant Valley	0.2	0.2	6.828903	2.348663	2.348658	4	pth	0
2048	Elephant Valley	0.2	0.2	7.20579	2.874745	2.87474	4	pth	0
2048	Elephant Valley	0.2	0.2	6.974627	2.482265	2.482261	4	pth	0
2048	Elephant Valley	0.2	0.2	7.096934	2.490978	2.490974	4	pth	0
2048	Elephant Valley	0.2	0.2	6.933128	2.504053	2.504049	4	pth	0
2048	Elephant Valley	0.2	0.2	6.263949	2.097182	2.097178	4	pth	0
2048	Elephant Valley	0.2	0.2	6.553817	1.160485	1.160482	8	pth	0
2048	Elephant Valley	0.2	0.2	6.597929	1.289772	1.289768	8	pth	0
2048	Elephant Valley	0.2	0.2	6.745776	1.223655	1.223651	8	pth	0
2048	Elephant Valley	0.2	0.2	7.054742	1.358912	1.358907	8	pth	0
2048	Elephant Valley	0.2	0.2	6.596013	1.283719	1.283713	8	pth	0
2048	Elephant Valley	0.2	0.2	6.569451	1.436908	1.436904	8	pth	0
2048	Elephant Valley	0.2	0.2	7.005232	1.28052	1.280514	8	pth	0
2048	Elephant Valley	0.2	0.2	6.845273	1.289563	1.289559	8	pth	0
2048	Elephant Valley	0.2	0.2	7.439639	1.420509	1.420505	8	pth	0
2048	Elephant Valley	0.2	0.2	6.941879	1.287345	1.287342	8	pth	0
2048	Elephant Valley	0.2	0.2	7.130896	0.809062	0.809057	16	pth	0
2048	Elephant Valley	0.2	0.2	7.302762	1.191364	1.191361	16	pth	0
2048	Elephant Valley	0.2	0.2	7.253083	0.829098	0.829095	16	pth	0
2048	Elephant Valley	0.2	0.2	7.45758	0.887916	0.887913	16	pth	0
2048	Elephant Valley	0.2	0.2	7.402766	0.818234	0.818229	16	pth	0
2048	Elephant Valley	0.2	0.2	6.955561	0.778774	0.77877	16	pth	0
2048	Elephant Valley	0.2	0.2	7.278659	0.793203	0.793201	16	pth	0
2048	Elephant Valley	0.2	0.2	6.957481	0.725884	0.725879	16	pth	0
2048	Elephant Valley	0.2	0.2	7.15779	0.703151	0.703147	16	pth	0
2048	Elephant Valley	0.2	0.2	7.158301	0.72891	0.728903	16	pth	0
2048	Elephant Valley	0.2	0.2	7.363152	0.543998	0.543993	32	pth	0
2048	Elephant Valley	0.2	0.2	7.359923	0.554827	0.554822	32	pth	0
2048	Elephant Valley	0.2	0.2	7.455827	0.540143	0.540141	32	pth	0
2048	Elephant Valley	0.2	0.2	7.352927	0.528305	0.528302	32	pth	0
