i_o	threads	method	region	size	delta_x	delta_y	mean_duration_clock	mean_duration_mono	mean_duration_sys	ci_duration_clock	ci_duration_mono	ci_duration_sys	repetitions
0	1	omp	Full Picture	512	4.0	4.0	0.07544619999999999	0.1377717	0.1377683	0.01021534474839015	0.08155032834108664	0.08154953949736875	10
1	1	omp	Full Picture	512	4.0	4.0	0.07544619999999999	0.1377717	0.1377683	0.01021534474839015	0.08155032834108664	0.08154953949736875	10
0	2	omp	Full Picture	512	4.0	4.0	0.0830162	0.10978669999999999	0.1097831	0.008141287295421747	0.018522204273276867	0.018522053152680934	10
1	2	omp	Full Picture	512	4.0	4.0	0.0830162	0.10978669999999999	0.1097831	0.008141287295421747	0.018522204273276867	0.018522053152680934	10
0	4	omp	Full Picture	512	4.0	4.0	0.0904046	0.10233139999999999	0.1023274	0.00815058396333416	0.014988346453573118	0.014988996374012506	10
1	4	omp	Full Picture	512	4.0	4.0	0.0904046	0.10233139999999999	0.1023274	0.00815058396333416	0.014988346453573118	0.014988996374012506	10
0	8	omp	Full Picture	512	4.0	4.0	0.11095899999999999	0.08112710000000001	0.0811234	0.010440922841290315	0.008861731760216327	0.00886176329760769	10
1	8	omp	Full Picture	512	4.0	4.0	0.11095899999999999	0.08112710000000001	0.0811234	0.010440922841290315	0.008861731760216327	0.00886176329760769	10
0	16	omp	Full Picture	512	4.0	4.0	0.15072800000000003	0.0543279	0.054323899999999994	0.026310485215644858	0.01872352794465307	0.018722952100738814	10
1	16	omp	Full Picture	512	4.0	4.0	0.15072800000000003	0.0543279	0.054323899999999994	0.026310485215644858	0.01872352794465307	0.018722952100738814	10
0	32	omp	Full Picture	512	4.0	4.0	0.220886	0.042715	0.042711099999999995	0.03065136960610913	0.010449638733761722	0.010449165683406073	10
1	32	omp	Full Picture	512	4.0	4.0	0.220886	0.042715	0.042711099999999995	0.03065136960610913	0.010449638733761722	0.010449165683406073	10
0	1	omp	Full Picture	1024	4.0	4.0	0.2848351	0.4681202	0.46811669999999994	0.03945479917183861	0.3376706258632678	0.337670806813541	10
1	1	omp	Full Picture	1024	4.0	4.0	0.2848351	0.4681202	0.46811669999999994	0.03945479917183861	0.3376706258632678	0.337670806813541	10
0	2	omp	Full Picture	1024	4.0	4.0	0.30617649999999996	0.3267555999999999	0.3267517999999999	0.016963663287593408	0.02045899418944647	0.020458979514116543	10
1	2	omp	Full Picture	1024	4.0	4.0	0.30617649999999996	0.3267555999999999	0.3267517999999999	0.016963663287593408	0.02045899418944647	0.020458979514116543	10
0	4	omp	Full Picture	1024	4.0	4.0	0.3041541	0.31164610000000004	0.3116425	0.01705968460869284	0.061958037013204195	0.06195755081483523	10
1	4	omp	Full Picture	1024	4.0	4.0	0.3041541	0.31164610000000004	0.3116425	0.01705968460869284	0.061958037013204195	0.06195755081483523	10
0	8	omp	Full Picture	1024	4.0	4.0	0.3397306	0.2574544	0.2574506	0.016781830237626506	0.0467635928617987	0.046763685069819136	10
1	8	omp	Full Picture	1024	4.0	4.0	0.3397306	0.2574544	0.2574506	0.016781830237626506	0.0467635928617987	0.046763685069819136	10
0	16	omp	Full Picture	1024	4.0	4.0	0.3794727	0.17312730000000004	0.1731234	0.02954200122755277	0.047634188143850544	0.0476348598841822	10
1	16	omp	Full Picture	1024	4.0	4.0	0.3794727	0.17312730000000004	0.1731234	0.02954200122755277	0.047634188143850544	0.0476348598841822	10
0	32	omp	Full Picture	1024	4.0	4.0	0.4660998	0.12087590000000001	0.1208721	0.05835273456307538	0.02130980335796191	0.021310749614349405	10
1	32	omp	Full Picture	1024	4.0	4.0	0.4660998	0.12087590000000001	0.1208721	0.05835273456307538	0.02130980335796191	0.021310749614349405	10
0	1	omp	Full Picture	2048	4.0	4.0	1.1996182000000002	2.0760237	2.0760199	0.142003735976764	1.2673184272896034	1.2673186447306766	10
1	1	omp	Full Picture	2048	4.0	4.0	1.1996182000000002	2.0760237	2.0760199	0.142003735976764	1.2673184272896034	1.2673186447306766	10
0	2	omp	Full Picture	2048	4.0	4.0	1.1737783	1.2312778999999998	1.2312740999999998	0.09822077370940047	0.4571623494128753	0.45716235856856485	10
1	2	omp	Full Picture	2048	4.0	4.0	1.1737783	1.2312778999999998	1.2312740999999998	0.09822077370940047	0.4571623494128753	0.45716235856856485	10
0	4	omp	Full Picture	2048	4.0	4.0	1.1700382	1.1840775	1.1840739	0.0684425969474769	0.21388981411643168	0.2138903546319188	10
1	4	omp	Full Picture	2048	4.0	4.0	1.1700382	1.1840775	1.1840739	0.0684425969474769	0.21388981411643168	0.2138903546319188	10
0	8	omp	Full Picture	2048	4.0	4.0	1.2279197	0.9118338000000001	0.9118299999999999	0.08406691536450242	0.2038730110744813	0.20387232697073662	10
1	8	omp	Full Picture	2048	4.0	4.0	1.2279197	0.9118338000000001	0.9118299999999999	0.08406691536450242	0.2038730110744813	0.20387232697073662	10
0	16	omp	Full Picture	2048	4.0	4.0	1.2687348999999999	0.6142773000000001	0.6142732000000001	0.035616169593808304	0.0781668561984592	0.07816669155185911	10
1	16	omp	Full Picture	2048	4.0	4.0	1.2687348999999999	0.6142773000000001	0.6142732000000001	0.035616169593808304	0.0781668561984592	0.07816669155185911	10
0	32	omp	Full Picture	2048	4.0	4.0	1.3613944999999998	0.3571607	0.3571567	0.04074837237971379	0.04159862779677042	0.04159896537277094	10
1	32	omp	Full Picture	2048	4.0	4.0	1.3613944999999998	0.3571607	0.3571567	0.04074837237971379	0.04159862779677042	0.04159896537277094	10
0	1	omp	Full Picture	4096	4.0	4.0	4.577112999999999	8.471125999999998	8.4711221	0.4236266663295816	2.8512478767036646	2.8512479891127467	10
1	1	omp	Full Picture	4096	4.0	4.0	4.577112999999999	8.471125999999998	8.4711221	0.4236266663295816	2.8512478767036646	2.8512479891127467	10
0	2	omp	Full Picture	4096	4.0	4.0	4.8329185	5.1395067	5.139503199999999	0.3446991534532131	0.9770126239664358	0.9770134430707627	10
1	2	omp	Full Picture	4096	4.0	4.0	4.8329185	5.1395067	5.139503199999999	0.3446991534532131	0.9770126239664358	0.9770134430707627	10
0	4	omp	Full Picture	4096	4.0	4.0	4.8394133	4.162794099999999	4.1627905	0.5095054745888652	1.515262763509827	1.5152634458622858	10
1	4	omp	Full Picture	4096	4.0	4.0	4.8394133	4.162794099999999	4.1627905	0.5095054745888652	1.515262763509827	1.5152634458622858	10
0	8	omp	Full Picture	4096	4.0	4.0	4.799656200000001	3.4352321000000003	3.4352285	0.3573316946130309	1.037992574872597	1.0379924549390527	10
1	8	omp	Full Picture	4096	4.0	4.0	4.799656200000001	3.4352321000000003	3.4352285	0.3573316946130309	1.037992574872597	1.0379924549390527	10
0	16	omp	Full Picture	4096	4.0	4.0	4.8549252	2.1361161	2.1361123999999996	0.21259496173621	0.6205458734489313	0.6205455374681643	10
1	16	omp	Full Picture	4096	4.0	4.0	4.8549252	2.1361161	2.1361123999999996	0.21259496173621	0.6205458734489313	0.6205455374681643	10
0	32	omp	Full Picture	4096	4.0	4.0	4.959476	1.1594991000000001	1.1594945	0.24694518085093461	0.5292322507103697	0.5292329315569528	10
1	32	omp	Full Picture	4096	4.0	4.0	4.959476	1.1594991000000001	1.1594945	0.24694518085093461	0.5292322507103697	0.5292329315569528	10
0	1	omp	Full Picture	8192	4.0	4.0	19.919553999999998	27.514029500000003	27.514024999999997	4.672028309248185	19.182004695746645	19.182006194913267	10
1	1	omp	Full Picture	8192	4.0	4.0	19.919553999999998	27.514029500000003	27.514024999999997	4.672028309248185	19.182004695746645	19.182006194913267	10
0	2	omp	Full Picture	8192	4.0	4.0	19.5192691	13.587282600000004	13.5872782	2.7219948230722473	9.279419331177921	9.279419930590176	10
1	2	omp	Full Picture	8192	4.0	4.0	19.5192691	13.587282600000004	13.5872782	2.7219948230722473	9.279419331177921	9.279419930590176	10
0	4	omp	Full Picture	8192	4.0	4.0	19.579754900000005	12.6717458	12.671740999999999	3.3783582934985046	8.668532029829738	8.66853169590951	10
1	4	omp	Full Picture	8192	4.0	4.0	19.579754900000005	12.6717458	12.671740999999999	3.3783582934985046	8.668532029829738	8.66853169590951	10
0	8	omp	Full Picture	8192	4.0	4.0	20.1461654	8.875587900000001	8.8755832	2.8579048837589713	5.350801868951766	5.350801793502111	10
1	8	omp	Full Picture	8192	4.0	4.0	20.1461654	8.875587900000001	8.8755832	2.8579048837589713	5.350801868951766	5.350801793502111	10
0	16	omp	Full Picture	8192	4.0	4.0	20.568263699999996	7.2642522	7.2642477	2.767276216177052	4.419881284286002	4.419882544478834	10
1	16	omp	Full Picture	8192	4.0	4.0	20.568263699999996	7.2642522	7.2642477	2.767276216177052	4.419881284286002	4.419882544478834	10
0	32	omp	Full Picture	8192	4.0	4.0	20.4281105	3.8493723	3.8493678999999994	2.3557648119127217	2.137274372277842	2.137275245766168	10
1	32	omp	Full Picture	8192	4.0	4.0	20.4281105	3.8493723	3.8493678999999994	2.3557648119127217	2.137274372277842	2.137275245766168	10
0	1	seq	Full Picture	16	4.0	4.0	0.00020235	0.0001931	0.00019204999999999995	0.00021810834594905253	0.0002210966146138023	0.00022160227225701833	10
1	1	seq	Full Picture	16	4.0	4.0	0.00020235	0.0001931	0.00019204999999999995	0.00021810834594905253	0.0002210966146138023	0.00022160227225701833	10
0	1	seq	Full Picture	32	4.0	4.0	0.00044875000000000004	0.00044155	0.00044054999999999995	0.00032745177775955764	0.00033081426112580237	0.00033061311935633515	10
1	1	seq	Full Picture	32	4.0	4.0	0.00044875000000000004	0.00044155	0.00044054999999999995	0.00032745177775955764	0.00033081426112580237	0.00033061311935633515	10
0	1	seq	Full Picture	64	4.0	4.0	0.00145635	0.0014635	0.0014622	0.0007620205636982162	0.0007501785875236291	0.0007505892532754725	10
1	1	seq	Full Picture	64	4.0	4.0	0.00145635	0.0014635	0.0014622	0.0007620205636982162	0.0007501785875236291	0.0007505892532754725	10
0	1	seq	Full Picture	128	4.0	4.0	0.005381749999999999	0.005440350000000001	0.005439000000000001	0.0023251350276172417	0.0023264075208477217	0.002326881632870369	10
1	1	seq	Full Picture	128	4.0	4.0	0.005381749999999999	0.005440350000000001	0.005439000000000001	0.0023251350276172417	0.0023264075208477217	0.002326881632870369	10
0	1	seq	Full Picture	256	4.0	4.0	0.021058550000000002	0.021401250000000004	0.021398900000000002	0.008201228143483723	0.00790027048706162	0.007902641400559423	10
1	1	seq	Full Picture	256	4.0	4.0	0.021058550000000002	0.021401250000000004	0.021398900000000002	0.008201228143483723	0.00790027048706162	0.007902641400559423	10
0	1	seq	Full Picture	512	4.0	4.0	0.08572445000000001	0.0860066	0.08600420000000002	0.03310902905621518	0.033307841870306325	0.03331045443149605	10
1	1	seq	Full Picture	512	4.0	4.0	0.08572445000000001	0.0860066	0.08600420000000002	0.03310902905621518	0.033307841870306325	0.03331045443149605	10
0	1	seq	Full Picture	1024	4.0	4.0	0.34750109999999995	0.3532047000000001	0.35320245	0.12229875185332706	0.12178160791212965	0.12178378114416488	10
1	1	seq	Full Picture	1024	4.0	4.0	0.34750109999999995	0.3532047000000001	0.35320245	0.12229875185332706	0.12178160791212965	0.12178378114416488	10
0	1	seq	Full Picture	2048	4.0	4.0	1.3658555	1.7310733499999997	1.7310712	0.464530938990075	1.0946275735274653	1.0946283288059881	10
1	1	seq	Full Picture	2048	4.0	4.0	1.3658555	1.7310733499999997	1.7310712	0.464530938990075	1.0946275735274653	1.0946283288059881	10
0	1	seq	Full Picture	4096	4.0	4.0	5.929998599999999	8.59786025	8.597857999999999	2.823959268789526	6.921293948577954	6.921296090691394	10
1	1	seq	Full Picture	4096	4.0	4.0	5.929998599999999	8.59786025	8.597857999999999	2.823959268789526	6.921293948577954	6.921296090691394	10
0	1	seq	Full Picture	8192	4.0	4.0	23.24475445	30.526270649999997	30.52626835	8.919150431764269	25.056901015812226	25.056902371277243	10
1	1	seq	Full Picture	8192	4.0	4.0	23.24475445	30.526270649999997	30.52626835	8.919150431764269	25.056901015812226	25.056902371277243	10
0	1	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0006412	0.0048525	0.0048514	0.00016363046040799778	0.00511878184103297	0.005118288990675605	10
1	1	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0006412	0.0048525	0.0048514	0.00016363046040799778	0.00511878184103297	0.005118288990675605	10
0	2	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0008237000000000001	0.011942900000000001	0.011941799999999999	0.0002977050818362211	0.010970923532440143	0.010970761108616342	10
1	2	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0008237000000000001	0.011942900000000001	0.011941799999999999	0.0002977050818362211	0.010970923532440143	0.010970761108616342	10
0	4	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0012101999999999998	0.0153807	0.015379299999999999	0.00033153148778895125	0.006430521279662759	0.0064310863298284735	10
1	4	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0012101999999999998	0.0153807	0.015379299999999999	0.00033153148778895125	0.006430521279662759	0.0064310863298284735	10
0	8	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0014768	0.0175442	0.0175429	0.00019517900050978847	0.005493422927353522	0.005493356154594989	10
1	8	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0014768	0.0175442	0.0175429	0.00019517900050978847	0.005493422927353522	0.005493356154594989	10
0	16	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0020913	0.021810599999999996	0.021809199999999994	0.00018471213500411332	0.0049591615323632205	0.004959829112712116	10
1	16	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0020913	0.021810599999999996	0.021809199999999994	0.00018471213500411332	0.0049591615323632205	0.004959829112712116	10
0	32	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0034174	0.0248619	0.024860699999999996	0.00046158561780020827	0.007465231759848378	0.0074658890795355985	10
1	32	pth	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0034174	0.0248619	0.024860699999999996	0.00046158561780020827	0.007465231759848378	0.0074658890795355985	10
0	1	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0019875	0.007489199999999999	0.007488300000000001	0.0005381216398630415	0.005942994859079049	0.005942973904646281	10
1	1	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0019875	0.007489199999999999	0.007488300000000001	0.0005381216398630415	0.005942994859079049	0.005942973904646281	10
0	2	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0020717	0.0081606	0.0081595	0.00025719609953842184	0.00781970942292075	0.007820043101017908	10
1	2	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0020717	0.0081606	0.0081595	0.00025719609953842184	0.00781970942292075	0.007820043101017908	10
0	4	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0023969000000000004	0.0138858	0.0138847	0.0002185211023219496	0.008410367831063963	0.008410774917080801	10
1	4	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0023969000000000004	0.0138858	0.0138847	0.0002185211023219496	0.008410367831063963	0.008410774917080801	10
0	8	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0027797000000000004	0.015878200000000002	0.015876900000000003	0.00019952472688867406	0.007736137120944936	0.007736310240095367	10
1	8	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0027797000000000004	0.015878200000000002	0.015876900000000003	0.00019952472688867406	0.007736137120944936	0.007736310240095367	10
0	16	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0036612000000000007	0.0223628	0.0223616	0.00032276227222730557	0.008440839655564553	0.008440717500311872	10
1	16	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0036612000000000007	0.0223628	0.0223616	0.00032276227222730557	0.008440839655564553	0.008440717500311872	10
0	32	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.004886899999999999	0.026183999999999995	0.026182999999999994	0.0007568727511308917	0.01770286450142776	0.017702759687978343	10
1	32	pth	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.004886899999999999	0.026183999999999995	0.026182999999999994	0.0007568727511308917	0.01770286450142776	0.017702759687978343	10
0	1	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.009204799999999999	0.009674799999999999	0.0096733	9.671010665328049e-5	0.0009724869629380356	0.0009723558266030443	10
1	1	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.009204799999999999	0.009674799999999999	0.0096733	9.671010665328049e-5	0.0009724869629380356	0.0009723558266030443	10
0	2	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0073557000000000015	0.0075349	0.0075338	0.002311457148576773	0.002358761979868064	0.002358854874480883	10
1	2	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0073557000000000015	0.0075349	0.0075338	0.002311457148576773	0.002358761979868064	0.002358854874480883	10
0	4	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.006936100000000001	0.0079291	0.007928000000000001	0.00029538535972146237	0.004609625217426876	0.0046096882349147125	10
1	4	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.006936100000000001	0.0079291	0.007928000000000001	0.00029538535972146237	0.004609625217426876	0.0046096882349147125	10
0	8	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.007274499999999999	0.0079409	0.0079398	8.004466586433694e-5	0.0007263776630070306	0.0007258805599454127	10
1	8	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.007274499999999999	0.0079409	0.0079398	8.004466586433694e-5	0.0007263776630070306	0.0007258805599454127	10
0	16	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0079777	0.008995000000000001	0.008993600000000001	0.00016101731037376058	0.0006447430187119339	0.0006441748721029791	10
1	16	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0079777	0.008995000000000001	0.008993600000000001	0.00016101731037376058	0.0006447430187119339	0.0006441748721029791	10
0	32	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0096277	0.012662299999999998	0.012660900000000003	0.0013832836602230216	0.013409469011584315	0.013410369127228212	10
1	32	pth	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0096277	0.012662299999999998	0.012660900000000003	0.0013832836602230216	0.013409469011584315	0.013410369127228212	10
0	1	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.026200099999999997	0.0268652	0.0268637	0.00014447813392420955	0.0007460115782956128	0.0007456935277653361	10
1	1	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.026200099999999997	0.0268652	0.0268637	0.00014447813392420955	0.0007460115782956128	0.0007456935277653361	10
0	2	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0275491	0.024786799999999998	0.024784499999999998	0.0033827181709625174	0.005614807392736538	0.005614778766877442	10
1	2	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0275491	0.024786799999999998	0.024784499999999998	0.0033827181709625174	0.005614807392736538	0.005614778766877442	10
0	4	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.028158799999999994	0.019068099999999998	0.0190662	0.0026679200530950464	0.003958546769103811	0.0039588530281405715	10
1	4	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.028158799999999994	0.019068099999999998	0.0190662	0.0026679200530950464	0.003958546769103811	0.0039588530281405715	10
0	8	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0284416	0.0214644	0.021462800000000004	0.0019613082336214045	0.014206534333426526	0.01420634707573328	10
1	8	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0284416	0.0214644	0.021462800000000004	0.0019613082336214045	0.014206534333426526	0.01420634707573328	10
0	16	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0334122	0.013812400000000002	0.0138098	0.0033098770436404096	0.0047497071100605776	0.004749577123887043	10
1	16	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0334122	0.013812400000000002	0.0138098	0.0033098770436404096	0.0047497071100605776	0.004749577123887043	10
0	32	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0348813	0.015987499999999995	0.0159849	0.0026610002877815175	0.0035592606135169892	0.003559295655438961	10
1	32	pth	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0348813	0.015987499999999995	0.0159849	0.0026610002877815175	0.0035592606135169892	0.003559295655438961	10
0	1	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.1126457	0.20380920000000002	0.203806	0.014684988464022103	0.18630390037332045	0.18630435288301916	10
1	1	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.1126457	0.20380920000000002	0.203806	0.014684988464022103	0.18630390037332045	0.18630435288301916	10
0	2	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.10807320000000002	0.08003249999999998	0.0800286	0.012136637159364295	0.02050941892253844	0.020509845440606866	10
1	2	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.10807320000000002	0.08003249999999998	0.0800286	0.012136637159364295	0.02050941892253844	0.020509845440606866	10
0	4	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.10908369999999998	0.059479199999999996	0.0594751	0.008855498789732352	0.025581534844786775	0.02558037591112514	10
1	4	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.10908369999999998	0.059479199999999996	0.0594751	0.008855498789732352	0.025581534844786775	0.02558037591112514	10
0	8	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.12279310000000002	0.0381315	0.0381273	0.008065898304088224	0.0048058929331302345	0.004806384047652547	10
1	8	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.12279310000000002	0.0381315	0.0381273	0.008065898304088224	0.0048058929331302345	0.004806384047652547	10
0	16	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.1255109	0.028400799999999997	0.0283968	0.009837291025127242	0.016079529384940755	0.01608041830056033	10
1	16	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.1255109	0.028400799999999997	0.0283968	0.009837291025127242	0.016079529384940755	0.01608041830056033	10
0	32	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.1207478	0.032741599999999996	0.0327384	0.008822538284830882	0.009310140440391027	0.009311312085132672	10
1	32	pth	Seahorse Valley	256	0.10000000000000009	0.09999999999999999	0.1207478	0.032741599999999996	0.0327384	0.008822538284830882	0.009310140440391027	0.009311312085132672	10
0	1	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.44824010000000003	0.9039027000000001	0.9038995999999999	0.06101592947093936	0.20353212317794017	0.20353202895382375	10
1	1	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.44824010000000003	0.9039027000000001	0.9038995999999999	0.06101592947093936	0.20353212317794017	0.20353202895382375	10
0	2	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.4147887	0.27703360000000005	0.27702980000000005	0.02096733569998652	0.13948739404111993	0.1394872671530681	10
1	2	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.4147887	0.27703360000000005	0.27702980000000005	0.02096733569998652	0.13948739404111993	0.1394872671530681	10
0	4	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.43113350000000006	0.19366909999999998	0.19366530000000004	0.04127631485585139	0.11137101817249617	0.1113717666015473	10
1	4	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.43113350000000006	0.19366909999999998	0.19366530000000004	0.04127631485585139	0.11137101817249617	0.1113717666015473	10
0	8	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.46213230000000005	0.12354720000000001	0.1235434	0.037992347385824604	0.05627993643163686	0.056279626197644206	10
1	8	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.46213230000000005	0.12354720000000001	0.1235434	0.037992347385824604	0.05627993643163686	0.056279626197644206	10
0	16	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.5050799	0.07616760000000002	0.0761634	0.023368722598234335	0.015483111970484482	0.015482883812821025	10
1	16	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.5050799	0.07616760000000002	0.0761634	0.023368722598234335	0.015483111970484482	0.015482883812821025	10
0	32	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.5144684999999999	0.05630120000000001	0.0562967	0.010882521980827793	0.0035325487199685053	0.0035335201048020065	10
1	32	pth	Seahorse Valley	512	0.10000000000000009	0.09999999999999999	0.5144684999999999	0.05630120000000001	0.0562967	0.010882521980827793	0.0035325487199685053	0.0035335201048020065	10
0	1	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.7145275000000002	1.8031358999999998	1.8031322000000003	0.4103037898388416	0.5858562048487884	0.5858555175616833	10
1	1	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.7145275000000002	1.8031358999999998	1.8031322000000003	0.4103037898388416	0.5858562048487884	0.5858555175616833	10
0	2	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.6996801000000001	1.3024404	1.3024371000000001	0.13861252251468437	1.052577831452809	1.0525781391547417	10
1	2	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.6996801000000001	1.3024404	1.3024371000000001	0.13861252251468437	1.052577831452809	1.0525781391547417	10
0	4	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.7040013000000003	0.7040148000000002	0.7040106999999999	0.14166194917472452	0.4497469335116736	0.4497475443336198	10
1	4	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.7040013000000003	0.7040148000000002	0.7040106999999999	0.14166194917472452	0.4497469335116736	0.4497475443336198	10
0	8	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.8455825000000001	0.6216377	0.6216343999999999	0.10298581183454518	0.22391703883168718	0.22391763971149925	10
1	8	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.8455825000000001	0.6216377	0.6216343999999999	0.10298581183454518	0.22391703883168718	0.22391763971149925	10
0	16	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.9650816	0.2798279	0.2798236	0.11231643244261823	0.13037987989720834	0.13038009959459806	10
1	16	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	1.9650816	0.2798279	0.2798236	0.11231643244261823	0.13037987989720834	0.13038009959459806	10
0	32	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	2.024233	0.18579810000000002	0.1857934	0.057409898639518724	0.025300409556003097	0.02529995409685216	10
1	32	pth	Seahorse Valley	1024	0.10000000000000009	0.09999999999999999	2.024233	0.18579810000000002	0.1857934	0.057409898639518724	0.025300409556003097	0.02529995409685216	10
0	1	pth	Seahorse Valley	2048	0.10000000000000009	0.09999999999999999	7.6913246	8.4875209	8.4875168	2.3073835582724675	4.9896437699662775	4.989643313360942	10
1	1	pth	Seahorse Valley	2048	0.10000000000000009	0.09999999999999999	7.6913246	8.4875209	8.4875168	2.3073835582724675	4.9896437699662775	4.989643313360942	10
0	2	pth	Seahorse Valley	2048	0.10000000000000009	0.09999999999999999	7.3523925000000006	6.868134100000001	6.868130000000001	1.0258573778553917	2.783203939492992	2.7832041320562033	10
1	2	pth	Seahorse Valley	2048	0.10000000000000009	0.09999999999999999	7.3523925000000006	6.868134100000001	6.868130000000001	1.0258573778553917	2.783203939492992	2.7832041320562033	10
0	4	pth	Seahorse Valley	2048	0.10000000000000009	0.09999999999999999	7.0842622	3.009942	3.0099381000000003	0.7370687303317983	2.3547319137948266	2.354732174914943	10
