i_o	threads	method	region	size	delta_x	delta_y	mean_duration_clock	mean_duration_mono	mean_duration_sys	ci_duration_clock	ci_duration_mono	ci_duration_sys	repetitions
0	32	seq	Full Picture	512	4.0	4.0	0.0924655	0.09249130000000003	0.0924887	0.00126553356536548	0.001341298281854813	0.0013406527514013482	10
1	32	seq	Full Picture	512	4.0	4.0	0.0924655	0.09249130000000003	0.0924887	0.00126553356536548	0.001341298281854813	0.0013406527514013482	10
0	1	seq	Full Picture	1024	4.0	4.0	0.45094949999999995	0.4509612499999999	0.45095884999999997	0.1645162775774783	0.16451480836836585	0.16451780749399425	10
1	1	seq	Full Picture	1024	4.0	4.0	0.45094949999999995	0.4509612499999999	0.45095884999999997	0.1645162775774783	0.16451480836836585	0.16451780749399425	10
0	2	seq	Full Picture	1024	4.0	4.0	0.36940629999999997	0.3695765	0.36957260000000003	0.0019957572249638686	0.0021701110106372213	0.0021701865293881494	10
1	2	seq	Full Picture	1024	4.0	4.0	0.36940629999999997	0.3695765	0.36957260000000003	0.0019957572249638686	0.0021701110106372213	0.0021701865293881494	10
0	4	seq	Full Picture	1024	4.0	4.0	0.3690226	0.3690242	0.3690209	0.0025031109447743046	0.0025347258409925736	0.0025349081512494927	10
1	4	seq	Full Picture	1024	4.0	4.0	0.3690226	0.3690242	0.3690209	0.0025031109447743046	0.0025347258409925736	0.0025349081512494927	10
0	8	seq	Full Picture	1024	4.0	4.0	0.3605941	0.3606717	0.3606678	0.04644164776254634	0.04648975340834502	0.04648983754499776	10
1	8	seq	Full Picture	1024	4.0	4.0	0.3605941	0.3606717	0.3606678	0.04644164776254634	0.04648975340834502	0.04648983754499776	10
0	16	seq	Full Picture	1024	4.0	4.0	0.3676355	0.3676389	0.36763510000000005	0.0012429474786079114	0.0012553318278553554	0.001255153642009174	10
1	16	seq	Full Picture	1024	4.0	4.0	0.3676355	0.3676389	0.36763510000000005	0.0012429474786079114	0.0012553318278553554	0.001255153642009174	10
0	32	seq	Full Picture	1024	4.0	4.0	0.36834900000000004	0.3683783	0.3683748	0.0019160325279539974	0.0020920121106129215	0.002092136109428175	10
1	32	seq	Full Picture	1024	4.0	4.0	0.36834900000000004	0.3683783	0.3683748	0.0019160325279539974	0.0020920121106129215	0.002092136109428175	10
0	1	seq	Full Picture	2048	4.0	4.0	1.7834453	1.7904078	1.7904053000000002	0.6274207344784994	0.6400423950588738	0.6400449611030355	10
1	1	seq	Full Picture	2048	4.0	4.0	1.7834453	1.7904078	1.7904053000000002	0.6274207344784994	0.6400423950588738	0.6400449611030355	10
0	2	seq	Full Picture	2048	4.0	4.0	1.392539	1.3930806	1.3930770999999997	0.2879298644260192	0.2885577719105732	0.2885567680344924	10
1	2	seq	Full Picture	2048	4.0	4.0	1.392539	1.3930806	1.3930770999999997	0.2879298644260192	0.2885577719105732	0.2885567680344924	10
0	4	seq	Full Picture	2048	4.0	4.0	1.2596862	1.259789	1.2597858	0.4326020659548839	0.4324372474331019	0.43243641277632044	10
1	4	seq	Full Picture	2048	4.0	4.0	1.2596862	1.259789	1.2597858	0.4326020659548839	0.4324372474331019	0.43243641277632044	10
0	8	seq	Full Picture	2048	4.0	4.0	1.4534138	1.4540193000000001	1.4540157999999999	0.09607943719977974	0.09500341403801543	0.09500256824205087	10
1	8	seq	Full Picture	2048	4.0	4.0	1.4534138	1.4540193000000001	1.4540157999999999	0.09607943719977974	0.09500341403801543	0.09500256824205087	10
0	16	seq	Full Picture	2048	4.0	4.0	1.3185008000000003	1.3187717	1.3187684	0.3833788277079811	0.38349271748592784	0.38349242237448633	10
1	16	seq	Full Picture	2048	4.0	4.0	1.3185008000000003	1.3187717	1.3187684	0.3833788277079811	0.38349271748592784	0.38349242237448633	10
0	32	seq	Full Picture	2048	4.0	4.0	1.2705612999999998	1.2705638999999997	1.2705601999999998	0.44918743805356753	0.44918332536890976	0.44918256218667824	10
1	32	seq	Full Picture	2048	4.0	4.0	1.2705612999999998	1.2705638999999997	1.2705601999999998	0.44918743805356753	0.44918332536890976	0.44918256218667824	10
0	1	seq	Full Picture	4096	4.0	4.0	6.2924135	6.33537675	6.335374450000001	3.0569787012111926	3.1210210732245325	3.1210229874230255	10
1	1	seq	Full Picture	4096	4.0	4.0	6.2924135	6.33537675	6.335374450000001	3.0569787012111926	3.1210210732245325	3.1210229874230255	10
0	2	seq	Full Picture	4096	4.0	4.0	5.015844500000001	5.0197987	5.0197947	1.6365177560983157	1.634123746944056	1.6341236695844878	10
1	2	seq	Full Picture	4096	4.0	4.0	5.015844500000001	5.0197987	5.0197947	1.6365177560983157	1.634123746944056	1.6341236695844878	10
0	4	seq	Full Picture	4096	4.0	4.0	5.6278599	5.631068000000001	5.631064199999999	0.861128814690746	0.8587427845572237	0.8587420677901321	10
1	4	seq	Full Picture	4096	4.0	4.0	5.6278599	5.631068000000001	5.631064199999999	0.861128814690746	0.8587427845572237	0.8587420677901321	10
0	8	seq	Full Picture	4096	4.0	4.0	5.5133684	5.5181843	5.518180299999999	1.3828442301105104	1.3863394413226091	1.386338304518675	10
1	8	seq	Full Picture	4096	4.0	4.0	5.5133684	5.5181843	5.518180299999999	1.3828442301105104	1.3863394413226091	1.386338304518675	10
0	16	seq	Full Picture	4096	4.0	4.0	4.8649927	4.867644100000001	4.8676403	1.177363660650306	1.1781930830248708	1.1781924551070446	10
1	16	seq	Full Picture	4096	4.0	4.0	4.8649927	4.867644100000001	4.8676403	1.177363660650306	1.1781930830248708	1.1781924551070446	10
0	32	seq	Full Picture	4096	4.0	4.0	5.261919	5.2656065	5.2656029	1.5427587381629817	1.543212247550452	1.5432105415118855	10
1	32	seq	Full Picture	4096	4.0	4.0	5.261919	5.2656065	5.2656029	1.5427587381629817	1.543212247550452	1.5432105415118855	10
0	1	seq	Full Picture	8192	4.0	4.0	23.9061074	24.3433503	24.343347700000002	7.484212571605992	8.549340567280195	8.549342485379434	10
1	1	seq	Full Picture	8192	4.0	4.0	23.9061074	24.3433503	24.343347700000002	7.484212571605992	8.549340567280195	8.549342485379434	10
0	2	seq	Full Picture	8192	4.0	4.0	20.441657899999996	20.447646400000004	20.447643499999998	7.086278456426927	7.090163031796324	7.090161431254663	10
1	2	seq	Full Picture	8192	4.0	4.0	20.441657899999996	20.447646400000004	20.447643499999998	7.086278456426927	7.090163031796324	7.090161431254663	10
0	4	seq	Full Picture	8192	4.0	4.0	20.079151	20.082738100000004	20.0827345	6.881629759930499	6.878245940913708	6.878245430999259	10
1	4	seq	Full Picture	8192	4.0	4.0	20.079151	20.082738100000004	20.0827345	6.881629759930499	6.878245940913708	6.878245430999259	10
0	8	seq	Full Picture	8192	4.0	4.0	20.926164500000002	20.940303399999998	20.9403	6.660300953772779	6.657881919447258	6.65787983694948	10
1	8	seq	Full Picture	8192	4.0	4.0	20.926164500000002	20.940303399999998	20.9403	6.660300953772779	6.657881919447258	6.65787983694948	10
0	16	seq	Full Picture	8192	4.0	4.0	20.6960458	20.704682400000003	20.704679000000002	7.916340461328761	7.907540900001175	7.90753948407047	10
1	16	seq	Full Picture	8192	4.0	4.0	20.6960458	20.704682400000003	20.704679000000002	7.916340461328761	7.907540900001175	7.90753948407047	10
0	32	seq	Full Picture	8192	4.0	4.0	20.1358162	20.1412457	20.1412421	5.101953709816004	5.100003280355873	5.1000022048351985	10
1	32	seq	Full Picture	8192	4.0	4.0	20.1358162	20.1412457	20.1412421	5.101953709816004	5.100003280355873	5.1000022048351985	10
0	1	seq	Seahorse Valley	16	0.10000000000000009	0.10000000000000002	0.0026734	0.0026678	0.0026668	0.018003294001716345	0.018003975761522524	0.018003512057783437	10
1	1	seq	Seahorse Valley	16	0.10000000000000009	0.10000000000000002	0.0026734	0.0026678	0.0026668	0.018003294001716345	0.018003975761522524	0.018003512057783437	10
0	2	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.000481	0.00047599999999999997	0.0004747999999999999	0.00016388121443424944	0.00016381608657949995	0.00016382859313590192	10
1	2	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.000481	0.00047599999999999997	0.0004747999999999999	0.00016388121443424944	0.00016381608657949995	0.00016382859313590192	10
0	4	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0004555	0.00045060000000000006	0.0004495	0.0001515712212496525	0.00015099832311063	0.00015019918774747087	10
1	4	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0004555	0.00045060000000000006	0.0004495	0.0001515712212496525	0.00015099832311063	0.00015019918774747087	10
0	8	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.00048760000000000003	0.0004823	0.0004816000000000001	0.00020993298841932075	0.00020845951212538984	0.00020793907586384792	10
1	8	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.00048760000000000003	0.0004823	0.0004816000000000001	0.00020993298841932075	0.00020845951212538984	0.00020793907586384792	10
0	16	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0005888000000000001	0.0005829	0.0005817999999999999	0.00022636995937329378	0.00022413323454290897	0.00022417960244212917	10
1	16	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0005888000000000001	0.0005829	0.0005817999999999999	0.00022636995937329378	0.00022413323454290897	0.00022417960244212917	10
0	32	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0006458	0.0006396	0.0006383	0.00032790539004075206	0.0003257142863581175	0.0003247547100607883	10
1	32	seq	Seahorse Valley	16	0.10000000000000009	0.09999999999999999	0.0006458	0.0006396	0.0006383	0.00032790539004075206	0.0003257142863581175	0.0003247547100607883	10
0	1	seq	Seahorse Valley	32	0.10000000000000009	0.10000000000000002	0.0020329499999999995	0.0020277	0.0020267999999999996	0.0007721956133383219	0.0007709075113724904	0.0007706379770826929	10
1	1	seq	Seahorse Valley	32	0.10000000000000009	0.10000000000000002	0.0020329499999999995	0.0020277	0.0020267999999999996	0.0007721956133383219	0.0007709075113724904	0.0007706379770826929	10
0	2	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0019414999999999999	0.0019368	0.0019356999999999998	0.0005218929147716886	0.0005210019355221032	0.0005207349879374558	10
1	2	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0019414999999999999	0.0019368	0.0019356999999999998	0.0005218929147716886	0.0005210019355221032	0.0005207349879374558	10
0	4	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0020506	0.0020450999999999998	0.002044	0.00045954855497784157	0.0004599563644810957	0.00045935327252320487	10
1	4	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0020506	0.0020450999999999998	0.002044	0.00045954855497784157	0.0004599563644810957	0.00045935327252320487	10
0	8	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0018246999999999996	0.0018192999999999998	0.0018182	0.0006045251003850507	0.0006041097813550852	0.000604269267955566	10
1	8	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0018246999999999996	0.0018192999999999998	0.0018182	0.0006045251003850507	0.0006041097813550852	0.000604269267955566	10
0	16	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0018606	0.0018558	0.0018544000000000002	0.0006297728036751737	0.0006290801430801783	0.0006285251390216802	10
1	16	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0018606	0.0018558	0.0018544000000000002	0.0006297728036751737	0.0006290801430801783	0.0006285251390216802	10
0	32	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0019404000000000001	0.0019352999999999998	0.0019343999999999997	0.0006036136731239793	0.0006026390368445185	0.0006024025271306	10
1	32	seq	Seahorse Valley	32	0.10000000000000009	0.09999999999999999	0.0019404000000000001	0.0019352999999999998	0.0019343999999999997	0.0006036136731239793	0.0006026390368445185	0.0006024025271306	10
0	1	seq	Seahorse Valley	64	0.10000000000000009	0.10000000000000002	0.008778300000000003	0.008769250000000001	0.0087682	0.0024508108601754004	0.0024467293518577204	0.002446645203593989	10
1	1	seq	Seahorse Valley	64	0.10000000000000009	0.10000000000000002	0.008778300000000003	0.008769250000000001	0.0087682	0.0024508108601754004	0.0024467293518577204	0.002446645203593989	10
0	2	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0067124	0.0067065	0.006705600000000001	0.0009029469436265036	0.0009032797034510777	0.0009034682074367028	10
1	2	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0067124	0.0067065	0.006705600000000001	0.0009029469436265036	0.0009032797034510777	0.0009034682074367028	10
0	4	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.007456199999999999	0.007448800000000001	0.0074477	0.002371903393633241	0.0023709315980048385	0.002370685525987977	10
1	4	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.007456199999999999	0.007448800000000001	0.0074477	0.002371903393633241	0.0023709315980048385	0.002370685525987977	10
0	8	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.007400600000000002	0.007643499999999999	0.007642499999999999	0.002503929163300485	0.0024577644973340215	0.002457766755066703	10
1	8	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.007400600000000002	0.007643499999999999	0.007642499999999999	0.002503929163300485	0.0024577644973340215	0.002457766755066703	10
0	16	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.008458499999999999	0.0084501	0.0084492	0.0018148993810371105	0.0018140252550930918	0.0018136236318413294	10
1	16	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.008458499999999999	0.0084501	0.0084492	0.0018148993810371105	0.0018140252550930918	0.0018136236318413294	10
0	32	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0087887	0.0087793	0.008778300000000001	0.0011152375313388024	0.0011134046209592154	0.0011130507154343372	10
1	32	seq	Seahorse Valley	64	0.10000000000000009	0.09999999999999999	0.0087887	0.0087793	0.008778300000000001	0.0011152375313388024	0.0011134046209592154	0.0011130507154343372	10
0	1	seq	Seahorse Valley	128	0.10000000000000009	0.10000000000000002	0.03178635	0.03177685000000001	0.031775750000000005	0.010192603084373647	0.010190294107227412	0.010190116497571762	10
1	1	seq	Seahorse Valley	128	0.10000000000000009	0.10000000000000002	0.03178635	0.03177685000000001	0.031775750000000005	0.010192603084373647	0.010190294107227412	0.010190116497571762	10
0	2	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0314139	0.031433300000000004	0.0314325	0.01003625431445107	0.009966832060184866	0.009966759263449455	10
1	2	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0314139	0.031433300000000004	0.0314325	0.01003625431445107	0.009966832060184866	0.009966759263449455	10
0	4	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0308099	0.0308044	0.030803199999999996	0.009943129880988404	0.009934806441341247	0.009934858196298076	10
1	4	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0308099	0.0308044	0.030803199999999996	0.009943129880988404	0.009934806441341247	0.009934858196298076	10
0	8	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0319339	0.0319236	0.0319227	0.009241433576514942	0.009238792936188149	0.009238760680679105	10
1	8	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0319339	0.0319236	0.0319227	0.009241433576514942	0.009238792936188149	0.009238760680679105	10
0	16	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.034298199999999994	0.034290400000000006	0.0342891	0.005150834654290506	0.0051513182052735015	0.00515138037151899	10
1	16	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.034298199999999994	0.034290400000000006	0.0342891	0.005150834654290506	0.0051513182052735015	0.00515138037151899	10
0	32	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0354348	0.0354242	0.035423	0.0002122233438201892	0.00021392611625927803	0.0002137848031185679	10
1	32	seq	Seahorse Valley	128	0.10000000000000009	0.09999999999999999	0.0354348	0.0354242	0.035423	0.0002122233438201892	0.00021392611625927803	0.0002137848031185679	10
